# timestamp tx ty tz qx qy qz qw
1403636607.913555 0.9186876 0.3778219 -0.3239071 0.7968102 0.0518828 0.5970326 -0.0771601
1403636608.013556 0.9186946 0.3778168 -0.3238929 0.7968502 0.0519028 0.5969905 -0.0770591
1403636608.113555 0.9187032 0.3778122 -0.3238950 0.7968488 0.0518521 0.5969984 -0.0770477
1403636608.213556 0.9186932 0.3778197 -0.3239056 0.7968431 0.0518439 0.5970092 -0.0770273
1403636608.313555 0.9187006 0.3778214 -0.3239040 0.7968310 0.0518417 0.5970265 -0.0770199
1403636608.413555 0.9187036 0.3778147 -0.3238990 0.7968557 0.0518423 0.5969948 -0.0770107
1403636608.513556 0.9186916 0.3778123 -0.3239146 0.7968536 0.0517608 0.5970099 -0.0769698
1403636608.613555 0.9186996 0.3777960 -0.3238633 0.7968460 0.0517596 0.5970287 -0.0769036
1403636608.713556 0.9186869 0.3778165 -0.3238893 0.7968743 0.0517169 0.5970121 -0.0767681
1403636608.813555 0.9186915 0.3778232 -0.3239005 0.7969128 0.0516609 0.5969656 -0.0767678
1403636608.913555 0.9186924 0.3778252 -0.3239073 0.7968888 0.0516291 0.5970023 -0.0767523
1403636609.013556 0.9186889 0.3778263 -0.3239075 0.7969053 0.0516100 0.5969873 -0.0767112
1403636609.113555 0.9186946 0.3778259 -0.3239100 0.7968898 0.0516269 0.5970017 -0.0767486
1403636609.213556 0.9186890 0.3778246 -0.3239150 0.7968802 0.0515384 0.5970247 -0.0767281
1403636609.313555 0.9186896 0.3778238 -0.3239108 0.7969085 0.0515804 0.5969849 -0.0767163
1403636609.413555 0.9186841 0.3778241 -0.3239137 0.7969389 0.0514729 0.5969631 -0.0766427
1403636609.513556 0.9186826 0.3778265 -0.3239111 0.7969409 0.0514937 0.5969582 -0.0766457
1403636609.613555 0.9186977 0.3778280 -0.3239172 0.7969165 0.0515128 0.5969856 -0.0766736
1403636609.713556 0.9186903 0.3778261 -0.3239146 0.7969353 0.0514452 0.5969784 -0.0765787
1403636609.813555 0.9187046 0.3778287 -0.3239225 0.7969740 0.0514850 0.5969106 -0.0766771
1403636609.913555 0.9186951 0.3778258 -0.3239242 0.7969310 0.0514061 0.5969799 -0.0766382
1403636610.013556 0.9186931 0.3778264 -0.3239241 0.7969590 0.0514047 0.5969443 -0.0766257
1403636610.113555 0.9186915 0.3778238 -0.3239282 0.7969562 0.0513195 0.5969584 -0.0766014
1403636610.213556 0.9186973 0.3778270 -0.3239236 0.7969579 0.0513765 0.5969541 -0.0765791
1403636610.313555 0.9187099 0.3778300 -0.3239201 0.7969697 0.0515115 0.5969176 -0.0766498
1403636610.413555 0.9186962 0.3778265 -0.3239084 0.7969874 0.0514764 0.5969113 -0.0765384
1403636610.513556 0.9187002 0.3778287 -0.3239165 0.7970288 0.0514445 0.5968539 -0.0765764
1403636610.613555 0.9186932 0.3778264 -0.3239137 0.7970131 0.0513554 0.5968991 -0.0764476
1403636610.713556 0.9187004 0.3778266 -0.3239196 0.7970002 0.0513360 0.5969156 -0.0764659
1403636610.813555 0.9187185 0.3778251 -0.3239079 0.7971108 0.0515051 0.5967558 -0.0764463
1403636610.913555 0.9187335 0.3778364 -0.3239013 0.7971428 0.0516356 0.5967022 -0.0764435
1403636611.013556 0.9187288 0.3778346 -0.3239169 0.7969577 0.0514327 0.5969651 -0.0764584
1403636611.113555 0.9187500 0.3778403 -0.3239072 0.7970434 0.0516373 0.5968232 -0.0765346
1403636611.213556 0.9187006 0.3778304 -0.3238957 0.7970589 0.0513531 0.5968730 -0.0761749
1403636611.313555 0.9186974 0.3778256 -0.3239136 0.7969773 0.0511861 0.5969888 -0.0762332
1403636611.413555 0.9187314 0.3778304 -0.3239533 0.7969350 0.0513554 0.5969537 -0.0768344
1403636611.513556 0.9186161 0.3768413 -0.3244111 0.7970116 0.0512056 0.5970154 -0.0756513
1403636611.613555 0.9187202 0.3769341 -0.3250560 0.7969666 0.0511590 0.5970281 -0.0760551
1403636611.713556 0.9187075 0.3765791 -0.3246296 0.7968433 0.0511349 0.5971955 -0.0760499
1403636611.813555 0.9187213 0.3767662 -0.3248032 0.7969105 0.0505599 0.5970794 -0.0766395
1403636611.913555 0.9194468 0.3763006 -0.3242111 0.7970557 0.0514392 0.5968411 -0.0763999
1403636612.013556 0.9195280 0.3759601 -0.3241255 0.7969692 0.0514902 0.5968019 -0.0775655
1403636612.113555 0.9197005 0.3760162 -0.3241918 0.7971122 0.0513457 0.5965522 -0.0781103
1403636612.213556 0.9195213 0.3760572 -0.3242857 0.7970037 0.0514662 0.5967433 -0.0776774
1403636612.313555 0.9194091 0.3760855 -0.3242590 0.7969629 0.0513199 0.5967575 -0.0780821
1403636612.413555 0.9195121 0.3760581 -0.3242444 0.7969745 0.0516346 0.5967552 -0.0777735
1403636612.513556 0.9194866 0.3760280 -0.3241152 0.7969406 0.0519417 0.5967775 -0.0777454
1403636612.613555 0.9192954 0.3758769 -0.3240526 0.7969595 0.0522041 0.5967821 -0.0773399
1403636612.713556 0.9194283 0.3760417 -0.3239598 0.7969761 0.0521883 0.5967386 -0.0775153
1403636612.813555 0.9194080 0.3760982 -0.3239192 0.7969579 0.0522483 0.5967881 -0.0772799
1403636612.913555 0.9194590 0.3761120 -0.3239212 0.7969257 0.0522925 0.5968456 -0.0771372
1403636613.013556 0.9195562 0.3761246 -0.3239879 0.7968882 0.0522372 0.5968992 -0.0771486
1403636613.113555 0.9195723 0.3761075 -0.3239773 0.7968946 0.0523755 0.5968786 -0.0771473
1403636613.213556 0.9196206 0.3761241 -0.3240224 0.7968906 0.0521182 0.5969086 -0.0771305
1403636613.313555 0.9196305 0.3761169 -0.3240169 0.7968302 0.0519629 0.5970029 -0.0771294
1403636613.413555 0.9196500 0.3761266 -0.3240343 0.7968604 0.0520058 0.5969607 -0.0771156
1403636613.513556 0.9195820 0.3760631 -0.3239458 0.7968758 0.0518725 0.5969564 -0.0770787
1403636613.613555 0.9196424 0.3760872 -0.3240218 0.7969095 0.0517509 0.5969296 -0.0770201
1403636613.713556 0.9196569 0.3761104 -0.3241109 0.7968968 0.0515901 0.5969470 -0.0771242
1403636613.813555 0.9196318 0.3760510 -0.3240842 0.7968636 0.0522501 0.5968100 -0.0780777
1403636613.913555 0.9196500 0.3761059 -0.3240680 0.7969049 0.0523179 0.5967467 -0.0780953
1403636614.013556 0.9196866 0.3761005 -0.3240701 0.7969106 0.0521572 0.5967458 -0.0781504
1403636614.113555 0.9197067 0.3760455 -0.3240230 0.7968925 0.0521452 0.5967780 -0.0780974
1403636614.213556 0.9196819 0.3761353 -0.3241208 0.7969663 0.0522241 0.5966781 -0.0780553
1403636614.313555 0.9196742 0.3761026 -0.3240719 0.7969169 0.0520615 0.5967779 -0.0779044
1403636614.413555 0.9195901 0.3761174 -0.3240763 0.7969118 0.0520704 0.5967829 -0.0779129
1403636614.513556 0.9197063 0.3761437 -0.3240901 0.7968816 0.0520152 0.5968479 -0.0777603
1403636614.613555 0.9196797 0.3761188 -0.3240739 0.7969568 0.0520229 0.5967526 -0.0777168
1403636614.713556 0.9196292 0.3760947 -0.3240845 0.7969027 0.0519460 0.5968362 -0.0776798
1403636614.813555 0.9196355 0.3760574 -0.3240309 0.7969424 0.0519424 0.5968055 -0.0775115
1403636614.913555 0.9196954 0.3761059 -0.3240612 0.7969301 0.0518883 0.5968362 -0.0774372
1403636615.013556 0.9196399 0.3761096 -0.3240946 0.7968826 0.0518679 0.5969065 -0.0773981
1403636615.113555 0.9196843 0.3761106 -0.3240648 0.7969268 0.0518937 0.5968487 -0.0773723
1403636615.213556 0.9198111 0.3760986 -0.3237968 0.7968824 0.0519978 0.5968978 -0.0773802
1403636615.313555 0.9203501 0.3754761 -0.3234587 0.7969696 0.0520133 0.5967638 -0.0775053
1403636615.413555 0.9211203 0.3746137 -0.3225644 0.7969570 0.0520432 0.5967711 -0.0775589
1403636615.513556 0.9239476 0.3710886 -0.3198565 0.7969657 0.0521404 0.5967285 -0.0777315
1403636615.613555 0.9313117 0.3611317 -0.3149311 0.7970092 0.0523595 0.5966075 -0.0780656
1403636615.713556 0.9345457 0.3561763 -0.3127424 0.7970415 0.0524413 0.5965385 -0.0782081
1403636615.813555 0.9369118 0.3526274 -0.3110692 0.7969894 0.0524237 0.5966044 -0.0782486
1403636615.913555 0.9390913 0.3496279 -0.3094722 0.7970357 0.0524482 0.5965416 -0.0782397
1403636616.013556 0.9414211 0.3464079 -0.3078345 0.7970574 0.0524324 0.5965078 -0.0782862
1403636616.113555 0.9439950 0.3428363 -0.3060675 0.7970354 0.0523945 0.5965354 -0.0783256
1403636616.213556 0.9468260 0.3390819 -0.3042843 0.7970582 0.0524164 0.5965037 -0.0783200
1403636616.313555 0.9498261 0.3348750 -0.3023846 0.7970479 0.0524407 0.5965159 -0.0783157
1403636616.413555 0.9540670 0.3284437 -0.3001376 0.7970533 0.0524417 0.5965010 -0.0783740
1403636616.513556 0.9595024 0.3188137 -0.2954847 0.7970157 0.0524130 0.5965630 -0.0783037
1403636616.613555 0.9620726 0.3139189 -0.2933443 0.7970471 0.0524615 0.5965166 -0.0783047
1403636616.713556 0.9642017 0.3103678 -0.2895772 0.7970384 0.0524718 0.5965209 -0.0783540
1403636616.813555 0.9663927 0.3075326 -0.2858733 0.7970460 0.0524790 0.5965065 -0.0783808
1403636616.913555 0.9690826 0.3044263 -0.2824052 0.7970475 0.0524731 0.5965076 -0.0783613
1403636617.013556 0.9725761 0.2986674 -0.2802910 0.7970499 0.0525142 0.5964994 -0.0783723
1403636617.113555 0.9761397 0.2914937 -0.2786602 0.7970475 0.0525135 0.5965060 -0.0783469
1403636617.213556 0.9781811 0.2870079 -0.2745952 0.7970379 0.0525205 0.5965141 -0.0783780
1403636617.313555 0.9800989 0.2831975 -0.2701221 0.7970457 0.0525184 0.5965073 -0.0783517
1403636617.413555 0.9823989 0.2777946 -0.2668363 0.7970569 0.0525425 0.5964869 -0.0783768
1403636617.513556 0.9844839 0.2723896 -0.2634447 0.7970518 0.0525699 0.5964889 -0.0783949
1403636617.613555 0.9868063 0.2662896 -0.2599877 0.7970657 0.0526003 0.5964670 -0.0783998
1403636617.713556 0.9901346 0.2603186 -0.2566250 0.7970436 0.0525925 0.5964947 -0.0784196
1403636617.813555 0.9945042 0.2554918 -0.2531595 0.7970613 0.0525744 0.5964746 -0.0784045
1403636617.913555 0.9972068 0.2501737 -0.2493651 0.7970633 0.0525749 0.5964740 -0.0783881
1403636618.013556 1.0005382 0.2440154 -0.2456514 0.7970530 0.0525792 0.5964876 -0.0783862
1403636618.113555 1.0048726 0.2373104 -0.2418841 0.7970504 0.0525827 0.5964918 -0.0783787
1403636618.213556 1.0084008 0.2283349 -0.2379769 0.7970594 0.0526348 0.5964762 -0.0783707
1403636618.313555 1.0111509 0.2202885 -0.2338479 0.7970595 0.0526165 0.5964739 -0.0784003
1403636618.413555 1.0161418 0.2139842 -0.2300627 0.7970342 0.0525992 0.5965092 -0.0783999
1403636618.513556 1.0230228 0.2005979 -0.2265775 0.7970248 0.0528777 0.5964617 -0.0786697
1403636618.613555 1.0269332 0.1865367 -0.2252080 0.7970453 0.0527638 0.5964487 -0.0786365
1403636618.713556 1.0327661 0.1742365 -0.2243379 0.7970604 0.0523886 0.5964837 -0.0784692
1403636618.813555 1.0328659 0.1738217 -0.2174172 0.7970350 0.0526105 0.5964687 -0.0786922
1403636618.913555 1.0355482 0.1908920 -0.2055463 0.7970465 0.0527694 0.5964212 -0.0788296
1403636619.013556 1.0399097 0.1628997 -0.2107903 0.7970531 0.0526811 0.5964181 -0.0788446
1403636619.113555 1.0436502 0.1756574 -0.1991936 0.7970855 0.0525582 0.5963995 -0.0787397
1403636619.213556 1.0564238 0.1688747 -0.1989866 0.7970904 0.0524471 0.5964299 -0.0785345
1403636619.313555 1.0634652 0.1484495 -0.1988870 0.7970640 0.0525822 0.5964521 -0.0785429
1403636619.413555 1.0544543 0.1428886 -0.1885406 0.7970105 0.0527908 0.5964723 -0.0787916
1403636619.513556 1.0597819 0.1506930 -0.1794975 0.7970961 0.0525366 0.5964020 -0.0786279
1403636619.613555 1.0605125 0.1451432 -0.1757500 0.7970518 0.0525724 0.5964730 -0.0785145
1403636619.713556 1.0699222 0.1289307 -0.1736897 0.7970484 0.0525393 0.5964794 -0.0785219
1403636619.813555 1.0810877 0.1202251 -0.1745353 0.7970357 0.0525258 0.5964975 -0.0785233
1403636619.913555 1.1007363 0.1076829 -0.1824130 0.7970150 0.0524605 0.5965352 -0.0784909
1403636620.013556 1.0919000 0.1230533 -0.1675302 0.7970561 0.0525378 0.5964630 -0.0785702
1403636620.113555 1.0913717 0.1144541 -0.1606373 0.7970095 0.0525594 0.5965299 -0.0785196
1403636620.213556 1.1030365 0.0964731 -0.1582359 0.7970317 0.0525742 0.5964925 -0.0785692
1403636620.313555 1.1101048 0.0864834 -0.1558151 0.7970367 0.0524987 0.5964927 -0.0785667
1403636620.413555 1.1130348 0.0782568 -0.1526095 0.7970398 0.0525962 0.5964768 -0.0785918
1403636620.513556 1.1128725 0.0760587 -0.1489227 0.7970290 0.0525192 0.5965002 -0.0785753
1403636620.613555 1.1127964 0.0745141 -0.1454361 0.7970549 0.0525453 0.5964636 -0.0785724
1403636620.713556 1.1145137 0.0640480 -0.1424563 0.7970282 0.0525892 0.5964991 -0.0785452
1403636620.813555 1.1176267 0.0540959 -0.1392871 0.7970527 0.0525927 0.5964560 -0.0786210
1403636620.913555 1.1168019 0.0538901 -0.1358874 0.7970468 0.0525720 0.5964659 -0.0786195
1403636621.013556 1.1114680 0.0521903 -0.1317627 0.7970976 0.0525966 0.5964001 -0.0785874
1403636621.113555 1.1186354 0.0461355 -0.1282874 0.7970673 0.0526452 0.5964207 -0.0787058
1403636621.213556 1.1689153 0.6004215 -0.3579062 0.7971286 0.0513776 0.5967774 -0.0761784
1403636621.313555 1.1306025 0.2381998 -0.1582830 0.7970449 0.0522441 0.5966347 -0.0775694
1403636621.413555 0.9953465 0.2334647 -0.2398219 0.7969527 0.0519179 0.5968623 -0.0769826
1403636621.513556 0.9591150 0.2682409 -0.2363135 0.7970321 0.0521483 0.5967175 -0.0771272
1403636621.613555 0.9500204 0.3002177 -0.2301061 0.7971023 0.0520548 0.5966304 -0.0771383
1403636621.713556 0.9454834 0.2953636 -0.2292019 0.7970781 0.0520586 0.5966624 -0.0771389
1403636621.813555 0.9409881 0.2973490 -0.2291284 0.7971016 0.0520707 0.5966337 -0.0771099
1403636621.913555 0.9516093 0.2994718 -0.2299868 0.7971327 0.0521257 0.5965909 -0.0770819
1403636622.013556 0.9781194 0.3269538 -0.2285072 0.7971310 0.0521091 0.5966259 -0.0768399
1403636622.113555 0.9063110 0.3251853 -0.2268670 0.7971204 0.0517974 0.5965635 -0.0776410
1403636622.213556 0.9290971 0.3146480 -0.2275402 0.7971725 0.0519515 0.5965161 -0.0773667
1403636622.313555 0.9454143 0.3143408 -0.2285515 0.7972094 0.0520157 0.5964953 -0.0771036
1403636622.413555 0.9642197 0.3250236 -0.2323853 0.7971475 0.0519363 0.5966203 -0.0768285
1403636622.513556 0.9970116 0.3506913 -0.2296938 0.7971582 0.0519453 0.5966236 -0.0766856
1403636622.613555 0.9825000 0.3350329 -0.2341535 0.7970735 0.0518146 0.5967550 -0.0766318
1403636622.713556 1.0097053 0.3556647 -0.2300526 0.7970561 0.0517902 0.5967739 -0.0766827
1403636622.813555 1.0319114 0.3648919 -0.2285143 0.7970689 0.0518718 0.5967582 -0.0766166
1403636622.913555 1.0223900 0.3474377 -0.2340763 0.7970015 0.0517119 0.5968827 -0.0764561
1403636623.013556 0.9964960 0.3411670 -0.2307363 0.7968984 0.0518094 0.5970468 -0.0761823
1403636623.113555 1.0266101 0.3564064 -0.2398389 0.7969736 0.0515754 0.5969318 -0.0764554
1403636623.213556 1.0352155 0.3674580 -0.2372827 0.7970053 0.0515849 0.5969146 -0.0762533
1403636623.313555 1.0355117 0.3680837 -0.2396826 0.7969557 0.0516018 0.5969719 -0.0763111
1403636623.413555 1.0403249 0.3793238 -0.2433606 0.7969727 0.0514974 0.5969588 -0.0763065
1403636623.513556 1.0427809 0.3885679 -0.2434267 0.7969693 0.0513493 0.5969960 -0.0761509
1403636623.613555 1.0483053 0.3985553 -0.2472387 0.7970511 0.0512471 0.5969031 -0.0760921
1403636623.713556 1.0443925 0.4036267 -0.2489743 0.7969975 0.0511616 0.5970253 -0.0757515
1403636623.813555 1.0095310 0.3799872 -0.2301537 0.7971258 0.0511949 0.5968669 -0.0756271
1403636623.913555 0.9651236 0.4134709 -0.2167471 0.7970372 0.0510962 0.5969932 -0.0756309
1403636624.013556 0.9695215 0.3974402 -0.2161729 0.7969947 0.0512467 0.5970041 -0.0758907
1403636624.113555 0.9609481 0.3982256 -0.2123335 0.7972278 0.0507189 0.5968093 -0.0753268
1403636624.213556 0.9626485 0.3929073 -0.2127427 0.7972665 0.0504745 0.5967845 -0.0752777
1403636624.313555 0.9576860 0.3761178 -0.2092895 0.7990007 0.0509239 0.5945186 -0.0745131
1403636624.413555 0.9603161 0.3751467 -0.2078602 0.8042504 0.0502365 0.5878807 -0.0710907
1403636624.513556 0.9475244 0.3774371 -0.2082822 0.8099679 0.0480741 0.5805048 -0.0682283
1403636624.613555 0.9410774 0.3469972 -0.2096158 0.8124880 0.0484977 0.5772887 -0.0651846
1403636624.713556 0.9393648 0.3347060 -0.2104089 0.8112623 0.0522605 0.5793098 -0.0593511
1403636624.813555 0.9310109 0.3217720 -0.2105698 0.8117545 0.0585935 0.5788210 -0.0508697
1403636624.913555 0.9205566 0.3078442 -0.2052418 0.8175555 0.0682810 0.5705101 -0.0381946
1403636625.013556 0.9081163 0.2941002 -0.1911531 0.8242101 0.0767795 0.5603739 -0.0276349
1403636625.113555 0.8942830 0.2792771 -0.1704836 0.8303738 0.0804353 0.5507943 -0.0252019
1403636625.213556 0.8856176 0.2739858 -0.1436058 0.8312739 0.0760027 0.5496595 -0.0328893
1403636625.313555 0.8830902 0.2742400 -0.1185864 0.8272055 0.0726260 0.5558365 -0.0387599
1403636625.413555 0.8820570 0.2732008 -0.1118836 0.8265481 0.0725497 0.5566327 -0.0414093
1403636625.513556 0.8810347 0.2720313 -0.1179522 0.8290319 0.0732168 0.5528311 -0.0415109
1403636625.613555 0.8838194 0.2727664 -0.1220746 0.8293531 0.0750904 0.5521263 -0.0411263
1403636625.713556 0.8935297 0.2773340 -0.1125245 0.8265547 0.0759701 0.5560964 -0.0423395
1403636625.813555 0.9064965 0.2836881 -0.0866163 0.8205670 0.0762397 0.5647420 -0.0438618
1403636625.913555 0.9225926 0.2923925 -0.0455873 0.8149751 0.0751110 0.5726434 -0.0474707
1403636626.013556 0.9370888 0.3013854 0.0025350 0.8118165 0.0744614 0.5770043 -0.0497551
1403636626.113555 0.9495564 0.3111047 0.0481679 0.8108661 0.0694455 0.5781885 -0.0580653
1403636626.213556 0.9623141 0.3176523 0.0888062 0.8103248 0.0640922 0.5786485 -0.0665711
1403636626.313555 0.9721143 0.3202947 0.1180587 0.8100599 0.0622035 0.5787978 -0.0701904
1403636626.413555 0.9797596 0.3188855 0.1324819 0.8094873 0.0636494 0.5795674 -0.0691422
1403636626.513556 0.9873049 0.3139500 0.1378876 0.8067222 0.0680525 0.5834190 -0.0647334
1403636626.613555 0.9933337 0.3075998 0.1395014 0.8022794 0.0734927 0.5893662 -0.0599496
1403636626.713556 0.9965251 0.2989493 0.1376076 0.8007050 0.0774445 0.5912074 -0.0578589
1403636626.813555 0.9938233 0.2903211 0.1312375 0.8036413 0.0796606 0.5868807 -0.0581881
1403636626.913555 0.9895998 0.2799005 0.1220252 0.8082222 0.0814611 0.5802982 -0.0582660
1403636627.013556 0.9825054 0.2684981 0.1105156 0.8134478 0.0830962 0.5728254 -0.0571731
1403636627.113555 0.9774327 0.2591581 0.0994309 0.8185751 0.0839392 0.5654219 -0.0564540
1403636627.213556 0.9708861 0.2486841 0.1018170 0.8163047 0.0843289 0.5685635 -0.0571916
1403636627.313555 0.9653305 0.2384579 0.1130029 0.8119774 0.0842917 0.5744964 -0.0595105
1403636627.413555 0.9575941 0.2268516 0.1336632 0.8108341 0.0836507 0.5759392 -0.0620051
1403636627.513556 0.9508359 0.2166130 0.1614969 0.8111888 0.0797293 0.5759282 -0.0626316
1403636627.613555 0.9438277 0.2043877 0.1776651 0.8131955 0.0725927 0.5744571 -0.0586728
1403636627.713556 0.9332558 0.1912150 0.1759120 0.8182437 0.0661549 0.5686198 -0.0526531
1403636627.813555 0.9258858 0.1766813 0.1648642 0.8255384 0.0577074 0.5596772 -0.0437898
1403636627.913555 0.9223496 0.1617876 0.1526797 0.8319199 0.0490100 0.5516558 -0.0343977
1403636628.013556 0.9266430 0.1472887 0.1468251 0.8343210 0.0433013 0.5489047 -0.0271477
1403636628.113555 0.9370398 0.1358831 0.1542100 0.8297246 0.0381041 0.5563716 -0.0235747
1403636628.213556 0.9510955 0.1278625 0.1726895 0.8200110 0.0320795 0.5709387 -0.0241230
1403636628.313555 0.9640872 0.1195454 0.1951332 0.8141577 0.0249527 0.5793656 -0.0293260
1403636628.413555 0.9754353 0.1081612 0.2186074 0.8128709 0.0212834 0.5811200 -0.0329754
1403636628.513556 0.9872534 0.0957704 0.2371742 0.8130834 0.0201510 0.5807164 -0.0354662
1403636628.613555 0.9965024 0.0792136 0.2498845 0.8137744 0.0198425 0.5795765 -0.0383237
1403636628.713556 1.0069181 0.0586830 0.2558394 0.8139824 0.0211530 0.5793240 -0.0369984
1403636628.813555 1.0138857 0.0341501 0.2559839 0.8175751 0.0205372 0.5747924 -0.0276204
1403636628.913555 1.0242515 0.0080084 0.2529854 0.8227142 0.0174827 0.5678704 -0.0189471
1403636629.013556 1.0292244 -0.0183543 0.2591049 0.8265140 0.0140921 0.5625768 -0.0135425
1403636629.113555 1.0325067 -0.0448473 0.2742073 0.8277595 0.0104167 0.5609130 -0.0090683
1403636629.213556 1.0408547 -0.0723681 0.2865529 0.8274548 0.0025801 0.5615131 -0.0038660
1403636629.313555 1.0518992 -0.1006274 0.2952127 0.8251471 -0.0064383 0.5648812 0.0000827
1403636629.413555 1.0646649 -0.1274619 0.2994707 0.8219937 -0.0159359 0.5692735 -0.0003536
1403636629.513556 1.0746143 -0.1580477 0.2981387 0.8183973 -0.0297566 0.5738817 0.0004273
1403636629.613555 1.0889253 -0.1902934 0.2884834 0.8200549 -0.0432145 0.5705979 0.0077859
1403636629.713556 1.1092051 -0.2272252 0.2721228 0.8253528 -0.0566902 0.5614107 0.0199268
1403636629.813555 1.1318505 -0.2660207 0.2503075 0.8287366 -0.0722090 0.5539036 0.0342374
1403636629.913555 1.1589480 -0.3080791 0.2273945 0.8297244 -0.0890833 0.5490138 0.0469615
1403636630.013556 1.1894401 -0.3491416 0.2087443 0.8289416 -0.1013506 0.5471466 0.0566963
1403636630.113555 1.2162684 -0.3885474 0.1988357 0.8243020 -0.1098430 0.5516500 0.0643664
1403636630.213556 1.2497916 -0.4256768 0.1992623 0.8157386 -0.1150902 0.5624610 0.0704440
1403636630.313555 1.2856805 -0.4598922 0.2043174 0.8097852 -0.1181020 0.5699066 0.0742046
1403636630.413555 1.3218358 -0.4845163 0.2158849 0.8108844 -0.1192248 0.5678398 0.0762229
1403636630.513556 1.3561318 -0.5211387 0.2302242 0.8137234 -0.1171578 0.5640036 0.0776423
1403636630.613555 1.3946095 -0.5621139 0.2458455 0.8156807 -0.1113420 0.5620632 0.0797048
1403636630.713556 1.4321313 -0.6009354 0.2592403 0.8176005 -0.1065624 0.5601786 0.0798363
1403636630.813555 1.4702280 -0.6367786 0.2678792 0.8181869 -0.1057470 0.5600858 0.0754437
1403636630.913555 1.5084083 -0.6700602 0.2703381 0.8181322 -0.1060119 0.5607243 0.0707778
1403636631.013556 1.5485880 -0.7016244 0.2657704 0.8179478 -0.1062362 0.5613329 0.0676806
1403636631.113555 1.5875585 -0.7353732 0.2599198 0.8163671 -0.1055208 0.5639102 0.0664481
1403636631.213556 1.6289880 -0.7688092 0.2526697 0.8144108 -0.1046247 0.5669889 0.0656683
1403636631.313555 1.6709800 -0.8031444 0.2449147 0.8136107 -0.1037614 0.5683525 0.0651659
1403636631.413555 1.7159956 -0.8379590 0.2329624 0.8136508 -0.1027556 0.5685252 0.0647511
1403636631.513556 1.7621791 -0.8790580 0.2177561 0.8141626 -0.1004352 0.5681976 0.0648347
1403636631.613555 1.8055271 -0.9154552 0.1986458 0.8144568 -0.0977838 0.5681339 0.0657445
1403636631.713556 1.8516208 -0.9530476 0.1815665 0.8153339 -0.0954934 0.5673178 0.0652850
1403636631.813555 1.8931794 -0.9872891 0.1723413 0.8155812 -0.0938592 0.5672601 0.0650662
1403636631.913555 1.9389252 -1.0180675 0.1686214 0.8165573 -0.0923087 0.5659387 0.0665332
1403636632.013556 1.9858613 -1.0492392 0.1668374 0.8165808 -0.0921046 0.5659080 0.0667885
1403636632.113555 2.0322036 -1.0791370 0.1661687 0.8148670 -0.0908598 0.5683801 0.0684124
1403636632.213556 2.0746766 -1.1055986 0.1670802 0.8141003 -0.0890445 0.5692121 0.0728655
1403636632.313555 2.1204899 -1.1302197 0.1625280 0.8133760 -0.0910935 0.5700361 0.0719751
1403636632.413555 2.1668661 -1.1486012 0.1501502 0.8135534 -0.0928134 0.5695270 0.0718024
1403636632.513556 2.2116830 -1.1643297 0.1296814 0.8171071 -0.0965798 0.5646083 0.0650060
1403636632.613555 2.2617564 -1.1801211 0.1053943 0.8231932 -0.0980420 0.5568549 0.0515110
1403636632.713556 2.3160080 -1.1989104 0.0801859 0.8274474 -0.0909960 0.5528582 0.0373944
1403636632.813555 2.3785340 -1.2121001 0.0614036 0.8292269 -0.0745409 0.5533103 0.0259632
1403636632.913555 2.4350303 -1.2355819 0.0452067 0.8263576 -0.0483251 0.5607595 0.0186176
1403636633.013556 2.4896186 -1.2636375 0.0447642 0.8241914 -0.0260451 0.5655428 0.0138421
1403636633.113555 2.5445898 -1.2828151 0.0456246 0.8234939 -0.0110288 0.5671466 0.0089931
1403636633.213556 2.5959532 -1.3012411 0.0431865 0.8233395 -0.0018722 0.5675273 0.0046301
1403636633.313555 2.6494412 -1.3195752 0.0357676 0.8248959 0.0012471 0.5652830 -0.0005584
1403636633.413555 2.7091399 -1.3393832 0.0230397 0.8271348 0.0001607 0.5619698 -0.0061663
1403636633.513556 2.7785501 -1.3618983 0.0042341 0.8291221 -0.0018040 0.5589861 -0.0093710
1403636633.613555 2.8453296 -1.3814208 -0.0178659 0.8313380 -0.0043879 0.5556678 -0.0095481
1403636633.713556 2.9150528 -1.4023498 -0.0346361 0.8320155 -0.0068504 0.5546605 -0.0074224
1403636633.813555 2.9850354 -1.4232061 -0.0442499 0.8314918 -0.0101578 0.5554072 -0.0064128
1403636633.913555 3.0542094 -1.4426072 -0.0443078 0.8301505 -0.0162513 0.5572388 -0.0084290
1403636634.013556 3.1245758 -1.4630648 -0.0426458 0.8278212 -0.0238660 0.5603473 -0.0123848
1403636634.113555 3.1981477 -1.4879114 -0.0429191 0.8278310 -0.0264847 0.5602066 -0.0127662
1403636634.213556 3.2837493 -1.5163528 -0.0418653 0.8294759 -0.0232239 0.5579766 -0.0096158
1403636634.313555 3.3671072 -1.5489424 -0.0308995 0.8277400 -0.0173349 0.5608299 -0.0039693
1403636634.413555 3.4492134 -1.5828775 -0.0199489 0.8226145 -0.0123209 0.5684660 -0.0001622
1403636634.513556 3.5338649 -1.6155422 -0.0152964 0.8189899 -0.0087572 0.5737381 0.0018693
1403636634.613555 3.6159157 -1.6497810 -0.0169839 0.8170646 -0.0048465 0.5765221 0.0020597
